id,name,reversibility,lower_bound,upper_bound,metabolite_count,gene_reaction_rule
THRA2,L-allo-Threonine Aldolase,False,0.0,999999.0,3,YEL046C
TKT1,Transketolase,True,-999999.0,999999.0,4,YBR117C or YPR074C
PSERDm_SC,Phosphatidylserine decarboxylase  yeast specific  mitochondrial,False,0.0,999999.0,4,YNL169C
TKT2,Transketolase,True,-999999.0,999999.0,4,YPR074C or YBR117C
TMDK1,Thymidine kinase (ATP:thymidine),False,0.0,999999.0,5,
TMDPK,Thiamine diphosphokinase,False,0.0,999999.0,5,YOR143C
THRA,Threonine aldolase,False,0.0,999999.0,3,YEL046C
THRD_L,L-threonine deaminase,False,0.0,999999.0,3,YCL064C or YKL218C
THRD_Lm,L threonine deaminase  mitochondrial,False,0.0,999999.0,3,YER086W
THRS,Threonine synthase,False,0.0,999999.0,4,YCR053W
THRTRS,Threonyl-tRNA synthetase,False,0.0,999999.0,6,YIL078W
THRTRSm,Threonyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YKL194C
THRt2m,Threonine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
URIK1,Uridine kinase  ATPUridine,False,0.0,999999.0,5,YNR012W
TMDPP,Thymidine phosphorylase,True,-999999.0,999999.0,4,YLR209C
TMDPPK,Thiamine diphosphate kinase,False,0.0,999999.0,4,YOR143C
TMDS,Thymidylate synthase,False,0.0,999999.0,4,YOR074C
TMN,Thiaminase,False,0.0,999999.0,5,
TMPK,Thiamine-phosphate kinase,True,-999999.0,999999.0,4,
TMPPP,Thiamine-phosphate diphosphorylase,False,0.0,999999.0,5,YPL214C
TPI,Triose-phosphate isomerase,True,-999999.0,999999.0,2,YDR050C
TRDOXtp,Oxidized thioredoxin peroxisomal transport via diffusion,True,-999999.0,999999.0,2,
TRDR,Thioredoxin reductase (NADPH),False,0.0,999999.0,5,(YDR353W and YDR353W) or YLR043C or (YDR353W and YGR209C)
PSERDv_SC,Phosphatidylserine decarboxylase  yeast specific  vacuolar,False,0.0,999999.0,4,YGR170W
TRDRDtp,Reduced thioredoxin peroxisomal transport via diffusion,True,-999999.0,999999.0,2,
TRDRm,Thioredoxin reductase  NADPH,False,0.0,999999.0,5,YHR106W and YCR083W
TRE6PP,Trehalose-phosphatase,False,0.0,999999.0,4,(YBR126C and YDR074W and YML100W) or (YBR126C and YDR074W and YMR261C)
URIK2,Uridine kinase (GTP:Uridine),False,0.0,999999.0,5,YNR012W
URIt2,Uridine transport in via proton symport,False,0.0,999999.0,4,YBL042C or YAL022C
UTPH1,UTP diphosphohydrolase,False,0.0,999999.0,5,YER005W
UTPtm,UTPUMP antiport,False,0.0,999999.0,6,YBR192W
TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",False,0.0,999999.0,5,(YBR126C and YDR074W and YML100W) or (YBR126C and YDR074W and YMR261C)
TREH,"Alpha,alpha-trehalase",False,0.0,999999.0,3,YDR001C or YBR001C
PSERS_SC,Phosphatidylserine synthase  yeast specific,True,-999999.0,999999.0,5,YER026C
TREHv,Alpha alpha trehalase  vacuolar,False,0.0,999999.0,3,YPR026W
VALTA,Valine transaminase,True,-999999.0,999999.0,4,YJR148W
VALTAim,Valine transaminase  mitochondiral,False,0.0,999999.0,4,YHR208W
VALTRS,Valyl-tRNA synthetase,False,0.0,999999.0,6,YGR094W
TREt2,Trehalose transport in via proton symporter,False,0.0,999999.0,4,
TREt2v,Trehalose vacuolar transport via proton symport,True,-999999.0,999999.0,4,
VALTRSm,Valyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YGR094W
PSERSm_SC,Phosphatidylserine synthase  yeast specific  mitochondrial,True,-999999.0,999999.0,5,YER026C
VALt2m,Valine reversible mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
VALt2r,L valine reversible transport via proton symport,True,-999999.0,999999.0,4,YKR039W or YCL025C or YDR046C or YBR069C or YBR068C
XANt,Xanthine reversible transport,True,-999999.0,999999.0,2,
XPPT,Xanthine phosphoribosyltransferase,False,0.0,999999.0,4,YJR133W
XTSNt2,Xanthosine transport in via proton symport,False,0.0,999999.0,4,
TRIGS_SC,Triglycerol synthesis,False,0.0,999999.0,11,YOR245C or YCR048W or YNR019W
TRPO2,L Tryptophanoxygen 2 3 oxidoreductase  decyclizing,False,0.0,999999.0,3,YJR078W
TRPS1,Tryptophan synthase (indoleglycerol phosphate),False,0.0,999999.0,5,YGL026C
TRPTA,Tryptophan transaminase,True,-999999.0,999999.0,4,YGL202W or YHR137W
TRPTRS,Tryptophanyl-tRNA synthetase,False,0.0,999999.0,6,YOL097C
TRPTRSm,Tryptophanyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YDR268W
TRPt2m,Tryptophan mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
TRPt2r,L tryptophan reversible transport via proton symport,True,-999999.0,999999.0,4,YBR069C or YKR039W or YOL020W or YBR068C or YDR046C
TTCCOAtx,Fatty acid intracellular transport,True,-999999.0,999999.0,2,
XYLK,Xylulokinase,False,0.0,999999.0,5,YGR194C
XYLR,Xylose reductase,False,0.0,999999.0,5,YHR104W
XYLTD_D,Xylitol dehydrogenase  D xyulose forming,False,0.0,999999.0,5,YLR070C
XYLTt,Xylitol transport via passive diffusion,True,-999999.0,999999.0,2,
TTDCAtr,Fatty acid transport,True,-999999.0,999999.0,2,
TYRNFT,L tyrosine N formyltransferase,False,0.0,999999.0,5,YDR403W
PSERT,Phosphoserine transaminase,False,0.0,999999.0,4,YOR184W
TYRTAi,Tyrosine transaminase  irreversible,False,0.0,999999.0,4,YGL202W or YHR137W or YLR027C
TYRTAim,Tyrosine transaminase  irreversible  mitochondrial,False,0.0,999999.0,4,YKL106W
TYRTAip,Tyrosine transaminase  irreversible  peroxisomal,False,0.0,999999.0,4,YLR027C
XYLt,D xylose reversible transport,True,-999999.0,999999.0,2,
YUMPS,YUMP synthetase,True,-999999.0,999999.0,4,YFL001W or YPL212C or YGL063W or YNL292W
ZYMSTAT_SC,Acyl CoAzymosterol acyltransferase  yeast specific,False,0.0,999999.0,9,YCR048W
ZYMSTESTH_SC,Zymosterol ester hydrolase  yeast specific,False,0.0,999999.0,10,YKL140W or YLL012W
TYRTRS,Tyrosyl-tRNA synthetase,False,0.0,999999.0,6,YGR185C
TYRTRSm,Tyrosyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YPL097W
ZYMSTESTH_SCe,Zymosterol ester hydrolase  yeast specific  extracellular,False,0.0,999999.0,10,YLR020C
TYRt2m,Tyrosine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
PSPH1Pter,Phytosphinganine 1 phosphate endoplasmic reticular transport,False,0.0,999999.0,2,
TYRt2p,Tyrosine peroxisomal transport via proton symport,True,-999999.0,999999.0,4,
TYRt2r,L tyrosine reversible transport via proton symport,True,-999999.0,999999.0,4,YBR069C or YKR039W or YCL025C or YBR068C or YOL020W or YDR046C or YCL025C
TYRt6,L tyrosine transport in via proton antiport  vacuolar,False,0.0,999999.0,4,YBR293W or YJR001W
TYRt7,L tyrosine transport out via proton symport  vacuolar,False,0.0,999999.0,4,YKL146W or YNL101W
UDPACGLP,UDP N acetylglucosamine diphosphorylase,True,-999999.0,999999.0,5,YDL103C
ZYMSTt,Zymosterol reversible transport,True,-999999.0,999999.0,2,YIL013C or YOR011W
BIOMASS_SC5_notrace,Biomass SC5 notrace,False,0.0,999999.0,47,
SERD_L,L-serine deaminase,False,0.0,999999.0,3,YCL064C or YIL167W
UDPG4E,UDPglucose 4-epimerase,True,-999999.0,999999.0,2,YBR019C
PSPHPL,Phytosphingosine phosphate lyase,False,0.0,999999.0,3,YDR294C
UDPGALt2g,UDPgalactose transport  Golgi apparatus,False,0.0,999999.0,2,YPL244C
UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,True,-999999.0,999999.0,4,YBR018C
UGLYCH,Ureidoglycolate hydrolase,True,-999999.0,999999.0,6,YIR032C
PSPHS,Phytosphingosine synthesis,False,0.0,999999.0,7,YDR297W
UMPK,UMP kinase,True,-999999.0,999999.0,4,YKL024C
PSP_L,Phosphoserine phosphatase (L-serine),False,0.0,999999.0,4,YGR208W
UMPKn,UMP kinase  nuclear,True,-999999.0,999999.0,4,YKL024C
UMPtn,UMP nuclear transport,True,-999999.0,999999.0,2,
PStg_SC,Phosphatidylserine Golgi transport  yeast specific,True,-999999.0,999999.0,2,
PStm_SC,Phosphatidylserine mitochondrial  transport  yeast specific,True,-999999.0,999999.0,2,
UNK3,2-keto-4-methylthiobutyrate transamination,False,0.0,999999.0,4,
UPP3MT,Uroporphyrinogen methyltransferase,False,0.0,999999.0,5,YKR069W
PStv_SC,Phosphatidylserine vacuolar transport  yeast specific,True,-999999.0,999999.0,2,
UPP3S,Uroporphyrinogen-III synthase,False,0.0,999999.0,3,YOR278W
UPPDC1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),False,0.0,999999.0,4,YDR047W
UPPRT,Uracil phosphoribosyltransferase,False,0.0,999999.0,4,YHR128W
PTD1INOtn_SC,Phosphatidyl 1D myo insoitol nuclear transport  yeast specific,True,-999999.0,999999.0,2,
URAt2,Uracil transport in via proton symport,False,0.0,999999.0,4,YBR021W
PTD4INOtn_SC,Phosphatidyl 1D myo 4 inositol nuclear transport  yeast specific,True,-999999.0,999999.0,2,
UREA2t2,Urea reversible transport via proton symport  2 H,True,-999999.0,999999.0,4,YHL016C
UREASE,Urea carboxylase,True,-999999.0,999999.0,7,YBR208C
PTE10x,Peroxisomal acyl CoA thioesterase,False,0.0,999999.0,5,YJR019C
URIDK2r,Uridylate kinase (dUMP),True,-999999.0,999999.0,4,YKL024C
URIDK2rn,Uridylate kinase  dUMP   nuclear,True,-999999.0,999999.0,4,YKL024C
PTE11x,Peroxisomal acyl CoA thioesterase,False,0.0,999999.0,5,YJR019C
PTE12x,Peroxisomal acyl CoA thioesterase,False,0.0,999999.0,5,YJR019C
PTE2x,Peroxisomal acyl CoA thioesterase,False,0.0,999999.0,5,YJR019C
PTE7x,Peroxisomal acyl CoA thioesterase,False,0.0,999999.0,5,YJR019C
PTE8x,Peroxisomal acyl CoA thioesterase,False,0.0,999999.0,5,YJR019C
PTE9x,Peroxisomal acyl CoA thioesterase,False,0.0,999999.0,5,YJR019C
PTPATi,Pantetheine-phosphate adenylyltransferase,False,0.0,999999.0,5,
PTPATim,Panthetheine phosphate adenylyltransferase,False,0.0,999999.0,5,
PTRCt3i,Putrescine transport in via proton antiport  irreversible,False,0.0,999999.0,4,YOR273C or YLL028W
PTRCtex2,Putrescine excretion  cytosol to extracellular,False,0.0,999999.0,2,YKL174C
PUNP1,Purine-nucleoside phosphorylase (Adenosine),True,-999999.0,999999.0,4,YLR209C
PUNP1m,Purine nucleoside phosphorylase  Adenosine   mitochondrial,True,-999999.0,999999.0,4,YLR209C
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),True,-999999.0,999999.0,4,YLR209C
PUNP3,Purine-nucleoside phosphorylase (Guanosine),True,-999999.0,999999.0,4,YLR209C
PUNP3m,Purine nucleoside phosphorylase  Guanosine   mitochondrial,True,-999999.0,999999.0,4,YLR209C
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),True,-999999.0,999999.0,4,YLR209C
PUNP5,Purine-nucleoside phosphorylase (Inosine),True,-999999.0,999999.0,4,YLR209C
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),True,-999999.0,999999.0,4,YLR209C
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),True,-999999.0,999999.0,4,YLR209C
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,False,0.0,999999.0,6,YBR035C
PYDAMK,Pyridoxamine kinase,False,0.0,999999.0,5,
PYDXK,Pyridoxal kinase,False,0.0,999999.0,5,
PYDXNK,Pyridoxine kinase,False,0.0,999999.0,5,
PYDXNO,Pyridoxine oxidase,True,-999999.0,999999.0,4,YBR035C
PYDXO,Pyridoxal oxidase,True,-999999.0,999999.0,6,YBR035C
PYK,Pyruvate kinase,False,0.0,999999.0,5,YAL038W or YOR347C
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),True,-999999.0,999999.0,4,
PYR5CDm,D1 pyrroline 5 carboxylate dehydrogenase  mitochondrial,False,0.0,999999.0,6,YHR037W
PYRDC,Pyruvate decarboxylase,False,0.0,999999.0,4,YGR087C or YLR134W or YLR044C
